CountryNum,StateNum,Route,RPID,ObsNum,RunDate,AOU,EnglishName,ScientificName,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10,Stop11,Stop12,Stop13,Stop14,Stop15,Stop16,Stop17,Stop18,Stop19,Stop20,Stop21,Stop22,Stop23,Stop24,Stop25,Stop26,Stop27,Stop28,Stop29,Stop30,Stop31,Stop32,Stop33,Stop34,Stop35,Stop36,Stop37,Stop38,Stop39,Stop40,Stop41,Stop42,Stop43,Stop44,Stop45,Sto 46,Stop47,Stop48,Stop49,Stop50
484,2,4,101,1091107,6/14/2008,4480,Cassin's Kingbird,Tyrannus vociferans,2,0,0,0,0,0,1,1,0,0,1,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0
484,2,4,101,1091107,6/14/2008,4540,Ash-throated Flycatcher,Myiarchus cinerascens,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4580,Black Phoebe,Sayornis nigricans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4710,Vermilion Flycatcher,Pyrocephalus rubinus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4740,Horned Lark,Eremophila alpestris,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4812,California Scrub-Jay,Aphelocoma californica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4860,Common Raven,Corvus corax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
484,2,4,101,1091107,6/14/2008,4880,American Crow,Corvus brachyrhynchos,0,80,10,0,6,5,3,0,0,2,8,5,4,4,4,3,7,2,5,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4930,European Starling,Sturnus vulgaris,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4950,Brown-headed Cowbird,Molothrus ater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,4980,Red-winged Blackbird,Agelaius phoeniceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,2,4,101,1091107,6/14/2008,5011,Western Meadowlark,Sturnella neglecta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0
484,2,4,101,1091107,6/14/2008,5050,Hooded Oriole,Icterus cucullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,5080,Bullock's Oriole,Icterus bullockii,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
484,2,4,101,1091107,6/14/2008,5100,Brewer's Blackbird,Euphagus cyanocephalus,2,0,0,0,0,0,2,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,5190,House Finch,Haemorhous mexicanus,20,0,0,0,2,0,0,20,3,5,9,5,3,3,0,7,0,13,3,3,0,2,4,0,0,15,2,0,7,5,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0
484,2,4,101,1091107,6/14/2008,5300,Lesser Goldfinch,Spinus psaltria,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
484,2,4,101,1091107,6/14/2008,5520,Lark Sparrow,Chondestes grammacus,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,5911,California Towhee,Melozone crissalis,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,4,0,0,3,0,0,1,3,1,0,0,2,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,5960,Black-headed Grosbeak,Pheucticus melanocephalus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,5970,Blue Grosbeak,Passerina caerulea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,2,4,101,1091107,6/14/2008,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
484,2,4,101,1091107,6/14/2008,6882,House Sparrow,Passer domesticus,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,6,0,8,0,0,0,22,3,0,0,16,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,0,15
484,2,4,101,1091107,6/14/2008,7030,Northern Mockingbird,Mimus polyglottos,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,2,4,101,1091107,6/14/2008,7150,Rock Wren,Salpinctes obsoletus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,7190,Bewick's Wren,Thryomanes bewickii,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,7330,Oak Titmouse,Baeolophus inornatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,7420,Wrentit,Chamaea fasciata,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,7430,Bushtit,Psaltriparus minimus,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1091107,6/14/2008,7670,Western Bluebird,Sialia mexicana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
484,2,4,101,1180185,7/7/2017,2730,Killdeer,Charadrius vociferus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,2940,California Quail,Callipepla californica,0,0,0,10,1,0,1,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,3160,Mourning Dove,Zenaida macroura,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
484,2,4,101,1180185,7/7/2017,3250,Turkey Vulture,Cathartes aura,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
484,2,4,101,1180185,7/7/2017,3370,Red-tailed Hawk,Buteo jamaicensis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,3490,Golden Eagle,Aquila chrysaetos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,3600,American Kestrel,Falco sparverius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4070,Acorn Woodpecker,Melanerpes formicivorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4130,(Red-shafted Flicker) Northern Flicker,Colaptes auratus cafer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4310,Anna's Hummingbird,Calypte anna,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2
484,2,4,101,1180185,7/7/2017,4470,Western Kingbird,Tyrannus verticalis,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4480,Cassin's Kingbird,Tyrannus vociferans,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4540,Ash-throated Flycatcher,Myiarchus cinerascens,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4570,Say's Phoebe,Sayornis saya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,2,4,101,1180185,7/7/2017,4580,Black Phoebe,Sayornis nigricans,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4740,Horned Lark,Eremophila alpestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4812,California Scrub-Jay,Aphelocoma californica,0,0,0,0,0,0,0,0,2,1,1,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
484,2,4,101,1180185,7/7/2017,4860,Common Raven,Corvus corax,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,1,2
484,2,4,101,1180185,7/7/2017,4880,American Crow,Corvus brachyrhynchos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,4950,Brown-headed Cowbird,Molothrus ater,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,5011,Western Meadowlark,Sturnella neglecta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,5050,Hooded Oriole,Icterus cucullatus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,2,4,101,1180185,7/7/2017,5100,Brewer's Blackbird,Euphagus cyanocephalus,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,5190,House Finch,Haemorhous mexicanus,2,5,18,4,0,3,0,2,2,0,2,0,0,0,0,0,3,0,3,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,7,1,4,1
484,2,4,101,1180185,7/7/2017,5300,Lesser Goldfinch,Spinus psaltria,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,5,0,0,0
484,2,4,101,1180185,7/7/2017,5520,Lark Sparrow,Chondestes grammacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,5730,Black-throated Sparrow,Amphispiza bilineata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,5911,California Towhee,Melozone crissalis,0,0,0,1,2,0,1,0,2,2,0,1,0,0,2,0,0,1,0,2,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,3,3,0,0,1,0,0,3,0,0,0
484,2,4,101,1180185,7/7/2017,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
484,2,4,101,1180185,7/7/2017,6150,Violet-green Swallow,Tachycineta thalassina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,6200,Phainopepla,Phainopepla nitens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,6220,Loggerhead Shrike,Lanius ludovicianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7030,Northern Mockingbird,Mimus polyglottos,2,1,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
484,2,4,101,1180185,7/7/2017,7100,California Thrasher,Toxostoma redivivum,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7150,Rock Wren,Salpinctes obsoletus,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7170,Canyon Wren,Catherpes mexicanus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
484,2,4,101,1180185,7/7/2017,7190,Bewick's Wren,Thryomanes bewickii,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7210,House Wren,Troglodytes aedon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7330,Oak Titmouse,Baeolophus inornatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7420,Wrentit,Chamaea fasciata,0,0,0,0,0,2,3,3,1,3,3,4,1,4,4,2,1,0,0,0,0,0,1,0,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7430,Bushtit,Psaltriparus minimus,0,0,0,5,0,0,1,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0
484,2,4,101,1180185,7/7/2017,7510,Blue-gray Gnatcatcher,Polioptila caerulea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7530,California Gnatcatcher,Polioptila californica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,7670,Western Bluebird,Sialia mexicana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1180185,7/7/2017,22860,Eurasian Collared-Dove,Streptopelia decaocto,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1041174,6/10/2018,2730,Killdeer,Charadrius vociferus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,2,4,101,1041174,6/10/2018,2940,California Quail,Callipepla californica,0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1041174,6/10/2018,3131,Rock Pigeon,Columba livia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1041174,6/10/2018,3160,Mourning Dove,Zenaida macroura,0,0,0,0,0,1,0,1,1,0,2,0,1,1,3,3,3,0,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
484,2,4,101,1041174,6/10/2018,3250,Turkey Vulture,Cathartes aura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0
484,2,4,101,1041174,6/10/2018,3330,Cooper's Hawk,Accipiter cooperii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1041174,6/10/2018,3370,Red-tailed Hawk,Buteo jamaicensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,2,4,101,1041174,6/10/2018,3600,American Kestrel,Falco sparverius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,4,101,1041174,6/10/2018,3850,Greater Roadrunner,Geococcyx californianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
